name,price,origin,year,date,mileage,energy,gearbox,color,seats,doors,length,ratedHorsePower,powerDIN,consumption,brand,model
SKODA OCTAVIA IV COMBI RS,42820.0,France,2022.0,02/12/2022,77 657 km,Essence,,,,,,8 CV,(DIN) 245 ch,"6,9 L/100 km",SKODA,OCTAVIA IV COMBI RS
BMW SERIE 5 F10,19530.0,France,2012.0,08/02/2012,166 691 km,Diesel,,,,,,10 CV,(DIN) 184 ch - (moteur) 135 kW,"4,5 L/100 km",BMW,SERIE 5 F10
CITROEN C4 III,36880.0,France,2022.0,27/03/2022,6 970 km,Diesel,Automatique,gris,,,,7 CV,(DIN) 131 ch,"4,6 L/100 km",CITROEN,C4 III
RENAULT SCENIC III phase 3,13360.0,France,2016.0,12/10/2016,115 815 km,Diesel,Automatique,,,,,6 CV,(DIN) 110 ch,"4,3 L/100 km",RENAULT,SCENIC III phase 3
PEUGEOT RIFTER,29500.0,France,2020.0,01/12/2020,93 112 km,Essence,,,,,,6 CV,(DIN) 110 ch,"5,5 L/100 km",PEUGEOT,RIFTER
CITROEN BERLINGO II phase 2,16970.0,France,2018.0,27/12/2018,32 589 km,Electrique,,,,,,6 CV,,,CITROEN,BERLINGO II phase 2
AUDI A3 III SPORTBACK,24180.0,France,2017.0,22/02/2017,84 590 km,Diesel,Automatique,gris,,,,8 CV,(DIN) 150 ch,"4,6 L/100 km",AUDI,A3 III SPORTBACK
PEUGEOT 308 II SW phase 2,23060.0,France,2019.0,22/07/2019,76 344 km,Essence,,,,,,7 CV,(DIN) 131 ch,"4,3 L/100 km",PEUGEOT,308 II SW phase 2
TESLA MODEL X,97150.0,France,2020.0,28/04/2020,64 683 km,Electrique,,,,,,10 CV,,,TESLA,MODEL X
CITROEN C3 III phase 2,15690.0,France,2022.0,22/03/2022,57 065 km,Essence,Manuelle,platine,,,,4 CV,(DIN) 83 ch,"5,8 L/100 km",CITROEN,C3 III phase 2
MINI COUNTRYMAN 2,27510.0,Importé,2019.0,24/10/2019,56 772 km,Essence,Manuelle,,,,,7 CV,(DIN) 136 ch,,MINI,COUNTRYMAN 2
PORSCHE MACAN phase 2,86840.0,France,2020.0,09/01/2021,42 044 km,Essence,Automatique,noir,,,,25 CV,(DIN) 354 ch,"8,9 L/100 km",PORSCHE,MACAN phase 2
AUDI Q3 II,39180.0,France,2021.0,24/04/2021,23 958 km,Essence,Manuelle,Noir,,,,8 CV,(DIN) 150 ch,"6,6 L/100 km",AUDI,Q3 II
RENAULT TRAFIC III,22560.0,France,2019.0,06/12/2019,82 310 km,Diesel,Manuelle,,,,,5 CV,(DIN) 125 ch,"6,1 L/100 km",RENAULT,TRAFIC III
CUPRA FORMENTOR,44260.0,France,2022.0,16/02/2022,51 097 km,Hybride essence électrique,Automatique,,,,,8 CV,(DIN) 245 ch,,CUPRA,FORMENTOR
VOLVO XC60 phase 2,19260.0,France,2015.0,20/06/2015,222 300 km,Diesel,,,,,,10 CV,(DIN) 181 ch - (moteur) 133 kW,"4,4 L/100 km",VOLVO,XC60 phase 2
OPEL CORSA VI,17170.0,France,2022.0,20/08/2022,23 872 km,Essence,Manuelle,,,,,5 CV,(DIN) 101 ch,"5,3 L/100 km",OPEL,CORSA VI
FIAT 500 C III,34090.0,France,2023.0,07/04/2023,1 km,Electrique,Automatique,Bossanova White,,,,3 CV,(DIN) 59 ch,,FIAT,500 C III
PEUGEOT E-2008 II,40570.0,France,2023.0,10/12/2023,1 230 km,Electrique,Automatique,,,,,4 CV,(DIN) 78 ch,,PEUGEOT,E-2008 II
AUDI Q3 II SPORTBACK,68180.0,Importé,2023.0,23/12/2023,62 km,Diesel,Automatique,noir verni,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"5,4 L/100 km",AUDI,Q3 II SPORTBACK
SEAT IBIZA V,17030.0,France,2020.0,09/07/2020,34 241 km,Essence,,,,,,5 CV,(DIN) 95 ch,"5,5 L/100 km",SEAT,IBIZA V
CITROEN C5 X,47340.0,France,2024.0,28/09/2024,12 km,Hybride essence électrique,,,,,,10 CV,(DIN) 150 ch,,CITROEN,C5 X
MINI III 5P,22220.0,France,2019.0,25/12/2019,59 985 km,Diesel,Automatique,,,,,6 CV,(DIN) 116 ch,4 L/100 km,MINI,III 5P
VOLKSWAGEN POLO VI,17530.0,France,2019.0,11/07/2019,79 038 km,Essence,Manuelle,,,,,5 CV,(DIN) 95 ch,"4,6 L/100 km",VOLKSWAGEN,POLO VI
VOLVO XC60 II phase 2,66830.0,France,2023.0,09/11/2023,17 810 km,Diesel,,,,,,11 CV,(DIN) 197 ch - (moteur) 145 kW,6 L/100 km,VOLVO,XC60 II phase 2
SKODA KAROQ,31680.0,France,2020.0,22/10/2020,94 147 km,Diesel,Automatique,,,,,10 CV,(DIN) 190 ch,"6,7 L/100 km",SKODA,KAROQ
MERCEDES CLASSE C IV COUPE phase 2,45510.0,France,2020.0,12/12/2020,68 445 km,Diesel,Automatique,,,,,10 CV,(DIN) 195 ch,"4,4 L/100 km",MERCEDES,CLASSE C IV COUPE phase 2
PEUGEOT 208 (2E GENERATION),29670.0,Importé,2023.0,05/10/2023,8 294 km,Essence,Automatique,blanc,,5.0,,7 CV,(DIN) 130 ch,,PEUGEOT,208 (2E GENERATION)
RENAULT ESPACE V,19780.0,France,2017.0,28/04/2017,130 540 km,Diesel,,,,,,8 CV,(DIN) 161 ch - (moteur) 118 kW,"4,4 L/100 km",RENAULT,ESPACE V
RENAULT MEGANE IV RS,42680.0,France,2020.0,28/01/2021,95 038 km,Essence,Automatique,,,,,17 CV,(DIN) 279 ch - (moteur) 206 kW,"6,9 L/100 km",RENAULT,MEGANE IV RS
SKODA ENYAQ COUPE,60460.0,France,2023.0,23/09/2023,6 720 km,Electrique,Automatique,,,,,5 CV,(DIN) 95 ch,,SKODA,ENYAQ COUPE
BMW X2 F39,44380.0,France,2022.0,29/06/2022,32 737 km,Hybride essence électrique,Automatique,,,,,6 CV,(DIN) 220 ch,,BMW,X2 F39
RENAULT ESPACE 5,19060.0,Importé,2018.0,27/04/2018,98 078 km,Diesel,Manuelle,beige,,5.0,,7 CV,(DIN) 131 ch,,RENAULT,ESPACE 5
VOLKSWAGEN TOUAREG 2,24620.0,Importé,2015.0,20/05/2015,201 460 km,Diesel,Automatique,noir,,,,15 CV,(DIN) 245 ch,,VOLKSWAGEN,TOUAREG 2
HYUNDAI KONA phase 2,34080.0,France,2023.0,29/01/2024,17 816 km,Electrique,Automatique,bleu clair,,,,3 CV,(DIN) 204 ch,,HYUNDAI,KONA phase 2
RENAULT CLIO 5,20790.0,Importé,2022.0,01/11/2022,24 768 km,Essence,Manuelle,blanc,,,,5 CV,(DIN) 90 ch,,RENAULT,CLIO 5
NISSAN QASHQAI II,14930.0,France,2016.0,03/05/2016,148 129 km,Diesel,,,,,,5 CV,(DIN) 110 ch,"3,6 L/100 km",NISSAN,QASHQAI II
DACIA DUSTER II,21760.0,France,2021.0,16/12/2021,45 375 km,Diesel,,,,,,6 CV,(DIN) 116 ch,"4,9 L/100 km",DACIA,DUSTER II
IVECO DAILY V phase 2,41020.0,France,2023.0,29/04/2023,972 km,Diesel,Automatique,,,,,8 CV,(DIN) 136 ch - (moteur) 100 kW,,IVECO,DAILY V phase 2
OPEL CROSSLAND X,20210.0,France,2018.0,23/10/2018,71 124 km,Essence,Automatique,,,,,6 CV,(DIN) 110 ch,"4,8 L/100 km",OPEL,CROSSLAND X
PEUGEOT 208 II,20880.0,France,2022.0,20/05/2022,54 465 km,Essence,Manuelle,noir,,,,5 CV,(DIN) 100 ch,"5,3 L/100 km",PEUGEOT,208 II
CITROEN GRAND C4 SPACETOURER,25090.0,France,2020.0,21/09/2020,92 068 km,Essence,Automatique,,,,,7 CV,(DIN) 131 ch,"5,2 L/100 km",CITROEN,GRAND C4 SPACETOURER
NISSAN QASHQAI 3,30940.0,Importé,2023.0,15/12/2023,12 817 km,Hybride essence électrique,Manuelle,gris,,,,7 CV,(DIN) 140 ch,,NISSAN,QASHQAI 3
VOLKSWAGEN CALIFORNIA T6,94280.0,France,2024.0,17/07/2024,12 km,Diesel,Automatique,,,,,7 CV,(DIN) 150 ch,"7,8 L/100 km",VOLKSWAGEN,CALIFORNIA T6
SKODA ENYAQ COUPE,61510.0,France,2023.0,14/12/2023,8 560 km,Electrique,Automatique,,,,,5 CV,(DIN) 299 ch,,SKODA,ENYAQ COUPE
MERCEDES CLASSE C III,11080.0,France,2009.0,08/10/2009,193 011 km,Diesel,Manuelle,,,,,8 CV,(DIN) 136 ch,"6,1 L/100 km",MERCEDES,CLASSE C III
FIAT 500 III,27480.0,France,2024.0,23/02/2024,2 km,Electrique,,,,,,3 CV,(DIN) 95 ch,,FIAT,500 III
RENAULT CAPTUR II,23080.0,France,2022.0,07/01/2023,50 569 km,Essence,Manuelle,,,,,7 CV,(DIN) 140 ch,,RENAULT,CAPTUR II
PORSCHE 911 TYPE 997,70680.0,France,2006.0,21/02/2006,106 680 km,Essence,,,,,,26 CV,(DIN) 355 ch,"8,4 L/100 km",PORSCHE,911 TYPE 997
VOLKSWAGEN COCCINELLE CABRIOLET phase 2,23360.0,France,2019.0,02/04/2019,102 372 km,Essence,Manuelle,blanc metal,,,,6 CV,(DIN) 105 ch - (moteur) 77 kW,"5,5 L/100 km",VOLKSWAGEN,COCCINELLE CABRIOLET phase 2
RENAULT CLIO 5,23020.0,Importé,2024.0,05/11/2024,12 km,Essence,Manuelle,gris,,,,5 CV,(DIN) 90 ch,,RENAULT,CLIO 5
FORD MUSTANG MACH-E,73480.0,France,2023.0,30/11/2023,9 643 km,Electrique,Automatique,rouge foncé metal,,,,9 CV,(DIN) 169 ch - (moteur) 258 kW,,FORD,MUSTANG MACH-E
VOLKSWAGEN GOLF VIII,25510.0,France,2021.0,31/03/2021,37 257 km,Essence,Manuelle,,,,,7 CV,(DIN) 131 ch,"5,4 L/100 km",VOLKSWAGEN,GOLF VIII
CITROEN C5 AIRCROSS,29360.0,France,2021.0,19/02/2021,100 474 km,Diesel,Manuelle,gris,,,,6 CV,(DIN) 131 ch,"4,1 L/100 km",CITROEN,C5 AIRCROSS
MASERATI LEVANTE,83610.0,Importé,2019.0,31/10/2019,55 370 km,Essence,Automatique,noir metal,,,,33 CV,(DIN) 430 ch - (moteur) 316 kW,,MASERATI,LEVANTE
CITROEN SPACETOURER,30450.0,France,2018.0,25/04/2018,120 780 km,Diesel,Manuelle,GRIS ALUMINIUM,,,,6 CV,(DIN) 116 ch,"5,2 L/100 km",CITROEN,SPACETOURER
RENAULT GRAND ESPACE 4,17380.0,Importé,2010.0,25/11/2010,178 304 km,Essence,Automatique,noir,,,,17 CV,(DIN) 243 ch,,RENAULT,GRAND ESPACE 4
OPEL CORSA VI,23240.0,France,2022.0,21/06/2022,93 644 km,Essence,Automatique,Bleu Voltaïque,,,,7 CV,(DIN) 131 ch,"5,6 L/100 km",OPEL,CORSA VI
MG B,23780.0,France,1980.0,03/01/1980,47 600 km,Essence,Manuelle,jaune,2.0,2.0,,10 CV,(DIN) 97 ch,,MG,B
FORD TRANSIT IV,21120.0,France,2017.0,28/07/2017,114 375 km,Diesel,,,,,,7 CV,(DIN) 125 ch - (moteur) 92 kW,"6,9 L/100 km",FORD,TRANSIT IV
VOLKSWAGEN TOURAN III,25620.0,France,2018.0,12/03/2018,140 985 km,Essence,Automatique,,,,,8 CV,(DIN) 150 ch,"4,8 L/100 km",VOLKSWAGEN,TOURAN III
PEUGEOT EXPERT III FOURGON,27820.0,France,2018.0,03/09/2018,101 839 km,Diesel,Automatique,,,,,5 CV,(DIN) 95 ch,"5,3 L/100 km",PEUGEOT,EXPERT III FOURGON
SKODA KODIAQ phase 2,47020.0,Importé,2024.0,13/05/2024,17 km,Essence,Automatique,,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"6,9 L/100 km",SKODA,KODIAQ phase 2
PEUGEOT 1007,7400.0,France,2006.0,19/11/2006,86 640 km,Essence,Automatique,noir metal,,,,6 CV,(DIN) 109 ch - (moteur) 80 kW,"6,6 L/100 km",PEUGEOT,1007
DODGE CHALLENGER 2,75790.0,Importé,2019.0,12/02/2019,12 870 km,Essence,Automatique,,,,,32 CV,(DIN) 392 ch,,DODGE,CHALLENGER 2
CITROEN C5 X,47060.0,France,2023.0,15/03/2023,23 776 km,Hybride essence électrique,Automatique,,,,,10 CV,(DIN) 224 ch,,CITROEN,C5 X
VOLKSWAGEN T-ROC,23850.0,France,2020.0,14/05/2020,50 515 km,Diesel,Manuelle,,,,,6 CV,(DIN) 116 ch,"4,3 L/100 km",VOLKSWAGEN,T-ROC
VOLVO V60 II,37780.0,France,2019.0,31/12/2019,78 472 km,Diesel,Automatique,,,,,10 CV,(DIN) 190 ch,"4,5 L/100 km",VOLVO,V60 II
PEUGEOT 5008 (2E GENERATION),46860.0,Importé,2023.0,26/05/2023,23 138 km,Diesel,Automatique,blanc,,5.0,,7 CV,(DIN) 130 ch,,PEUGEOT,5008 (2E GENERATION)
PEUGEOT 308 III,33580.0,France,2024.0,31/05/2024,1 km,Essence,Automatique,gris,,,,7 CV,(DIN) 130 ch,"5,7 L/100 km",PEUGEOT,308 III
CITROEN C1 II,14410.0,France,2022.0,09/12/2022,3 606 km,Essence,Manuelle,,,,,4 CV,(DIN) 72 ch,"4,8 L/100 km",CITROEN,C1 II
CITROEN C3 III phase 2,13230.0,France,2019.0,12/09/2019,94 117 km,Essence,,,,,,6 CV,(DIN) 110 ch - (moteur) 81 kW,"4,2 L/100 km",CITROEN,C3 III phase 2
RENAULT GRAND SCENIC IV,21410.0,France,2019.0,21/07/2019,99 426 km,Diesel,Manuelle,,,,,7 CV,(DIN) 131 ch,"4,2 L/100 km",RENAULT,GRAND SCENIC IV
SEAT LEON IV,27580.0,France,2021.0,26/07/2021,35 498 km,Essence,Manuelle,bleu,,,,8 CV,(DIN) 150 ch,"5,8 L/100 km",SEAT,LEON IV
VOLVO XC90 II,79390.0,France,2020.0,29/09/2020,36 676 km,Hybride essence électrique,,,,,,17 CV,(DIN) 303 ch - (moteur) 287 kW,,VOLVO,XC90 II
VOLKSWAGEN PASSAT 8 SW,28300.0,Importé,2020.0,18/07/2020,82 522 km,Diesel,Manuelle,noir,,,,8 CV,(DIN) 150 ch,,VOLKSWAGEN,PASSAT 8 SW
PORSCHE CAYENNE III,117880.0,France,2021.0,23/08/2021,50 522 km,Hybride essence électrique,Automatique,,,,,20 CV,(DIN) 340 ch - (moteur) 340 kW,,PORSCHE,CAYENNE III
AUDI Q3 II,73180.0,France,2023.0,24/11/2023,12 km,Hybride essence électrique,Automatique,noir,,,,8 CV,(DIN) 245 ch,,AUDI,Q3 II
VOLVO XC60 II,48350.0,France,2020.0,24/07/2020,82 460 km,Essence,Automatique,gris metal,,,,15 CV,(DIN) 250 ch - (moteur) 184 kW,"7,3 L/100 km",VOLVO,XC60 II
PEUGEOT 408,47200.0,France,2024.0,11/05/2024,1 220 km,Essence,Automatique,,,,,7 CV,(moteur) 96 kW,6 L/100 km,PEUGEOT,408
AUDI Q2 phase 2,44340.0,France,2023.0,10/12/2023,17 391 km,Diesel,Automatique,,,,,8 CV,(DIN) 150 ch,5 L/100 km,AUDI,Q2 phase 2
RENAULT CLIO V,13100.0,France,2021.0,10/05/2021,69 006 km,Essence,Manuelle,,,,,5 CV,(DIN) 101 ch,"5,2 L/100 km",RENAULT,CLIO V
CUPRA FORMENTOR,44260.0,France,2022.0,16/02/2022,51 097 km,Hybride essence électrique,Automatique,,,,,8 CV,(DIN) 245 ch,,CUPRA,FORMENTOR
FORD B-MAX,7930.0,France,2014.0,02/08/2014,114 747 km,Essence,Manuelle,gris,,,,5 CV,(DIN) 90 ch,6 L/100 km,FORD,B-MAX
CITROEN GRAND C4 PICASSO phase 2,15460.0,France,2012.0,12/09/2012,69 812 km,Diesel,Automatique,,,,,6 CV,(DIN) 112 ch - (moteur) 82 kW,"4,8 L/100 km",CITROEN,GRAND C4 PICASSO phase 2
FIAT 500 III,32090.0,France,2021.0,13/01/2022,20 194 km,Electrique,Automatique,bleu metal,,,,3 CV,(DIN) 120 ch - (moteur) 87 kW,,FIAT,500 III
VOLKSWAGEN GOLF VII,11480.0,France,2016.0,06/03/2016,209 875 km,Diesel,Automatique,,,,,5 CV,(DIN) 110 ch,"3,6 L/100 km",VOLKSWAGEN,GOLF VII
PORSCHE 911 TYPE 992 TURBO,349160.0,France,2022.0,10/08/2022,9 676 km,Essence,Automatique,,,,,61 CV,(DIN) 650 ch - (moteur) 478 kW,12 L/100 km,PORSCHE,911 TYPE 992 TURBO
VOLVO XC60 II,40100.0,France,2020.0,10/09/2020,115 260 km,Diesel,Automatique,,,,,10 CV,(DIN) 190 ch - (moteur) 140 kW,"4,9 L/100 km",VOLVO,XC60 II
AUDI Q5 II phase 2,53480.0,France,2022.0,21/04/2022,53 489 km,Diesel,Automatique,noir,,,,11 CV,(DIN) 204 ch,"6,6 L/100 km",AUDI,Q5 II phase 2
PORSCHE 911 TYPE 992,213890.0,France,2021.0,02/02/2021,36 285 km,Essence,Automatique,rouge verni,,,,34 CV,(DIN) 450 ch - (moteur) 331 kW,"9,9 L/100 km",PORSCHE,911 TYPE 992
FORD KUGA III,31950.0,France,2021.0,25/05/2021,9 838 km,Diesel,Manuelle,gris anthracite metal,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"4,9 L/100 km",FORD,KUGA III
AUDI E-TRON,77160.0,France,2022.0,26/01/2023,17 071 km,Electrique,Automatique,gris,,,,12 CV,(DIN) 215 ch,,AUDI,E-TRON
FIAT TIPO II SW phase 2,20720.0,France,2021.0,12/12/2021,76 406 km,Diesel,Manuelle,,,,,6 CV,(DIN) 120 ch,"5,1 L/100 km",FIAT,TIPO II SW phase 2
DACIA DUSTER II,15340.0,France,2019.0,20/12/2019,138 840 km,Diesel,Manuelle,noir,,,,6 CV,(DIN) 116 ch,"4,4 L/100 km",DACIA,DUSTER II
MASERATI GRANCABRIO,167980.0,France,2020.0,06/06/2020,50 747 km,Essence,Automatique,gris,,,,38 CV,(DIN) 460 ch,,MASERATI,GRANCABRIO
VOLVO V60,18470.0,France,2016.0,15/03/2016,154 382 km,Diesel,Automatique,,,,,7 CV,(DIN) 136 ch,"4,3 L/100 km",VOLVO,V60
VOLKSWAGEN POLO 6,20890.0,Importé,2020.0,28/10/2020,33 259 km,Essence,Manuelle,noir,,,,4 CV,(DIN) 80 ch,,VOLKSWAGEN,POLO 6
AUDI Q5 II,41020.0,France,2020.0,25/12/2020,82 234 km,Diesel,,,,,,11 CV,(DIN) 190 ch - (moteur) 140 kW,"5,5 L/100 km",AUDI,Q5 II
BMW X2 F39,44380.0,France,2022.0,29/06/2022,32 737 km,Hybride essence électrique,Automatique,,,,,6 CV,(DIN) 220 ch,,BMW,X2 F39
VOLKSWAGEN GOLF 8,24620.0,Importé,2021.0,14/07/2021,57 954 km,Diesel,Manuelle,,,,,6 CV,(DIN) 116 ch,,VOLKSWAGEN,GOLF 8
BMW SERIE 3 E93 CABRIOLET M3,47440.0,France,2011.0,24/10/2011,128 255 km,Essence,Manuelle,,,,,33 CV,(DIN) 420 ch,"9,6 L/100 km",BMW,SERIE 3 E93 CABRIOLET M3
RENAULT CAPTUR II,24180.0,France,2022.0,22/07/2022,26 065 km,Bicarburation essence GPL,Manuelle,,,,,5 CV,(DIN) 101 ch,"7,7 L/100 km",RENAULT,CAPTUR II
TESLA MODEL 3,51320.0,France,2022.0,24/12/2022,9 598 km,Electrique,Automatique,blanc metal,,,,,,,TESLA,MODEL 3
PEUGEOT 3008 II phase 2,47560.0,France,2023.0,17/11/2023,12 km,Essence,Automatique,platine,,,,7 CV,(DIN) 130 ch,"6,4 L/100 km",PEUGEOT,3008 II phase 2
CITROEN C5 AIRCROSS phase 2,35280.0,France,2023.0,21/09/2023,12 km,Diesel,Manuelle,,,,,7 CV,(DIN) 131 ch,"4,9 L/100 km",CITROEN,C5 AIRCROSS phase 2
PEUGEOT E-2008 II,29160.0,France,2021.0,10/02/2021,31 202 km,Electrique,Automatique,blanc metal,,,,4 CV,(DIN) 136 ch - (moteur) 100 kW,,PEUGEOT,E-2008 II
LAND ROVER RANGE ROVER VELAR,118690.0,France,2021.0,29/01/2022,32 780 km,Essence,Automatique,noir,,,,47 CV,(DIN) 550 ch,"12,3 L/100 km",LAND,ROVER RANGE ROVER VELAR
RENAULT KANGOO II EXPRESS phase 2,11390.0,France,2019.0,22/02/2019,99 986 km,Diesel,Manuelle,blanc,,,,5 CV,(DIN) 90 ch,"4,2 L/100 km",RENAULT,KANGOO II EXPRESS phase 2
RENAULT TRAFIC III phase 2,40170.0,France,2024.0,27/01/2025,1 km,Diesel,Manuelle,gris,,,,7 CV,(DIN) 131 ch,"6,7 L/100 km",RENAULT,TRAFIC III phase 2
FIAT 500 III,30510.0,France,2024.0,20/05/2024,111 km,Electrique,Automatique,,,,,3 CV,(DIN) 118 ch,,FIAT,500 III
PEUGEOT 3008 II,35180.0,France,2021.0,25/07/2021,49 642 km,Hybride essence électrique,Automatique,,,,,10 CV,(DIN) 181 ch,,PEUGEOT,3008 II
PEUGEOT 2008 phase 2,16480.0,France,2018.0,17/06/2018,98 887 km,Essence,Automatique,,,,,6 CV,(DIN) 110 ch,"4,1 L/100 km",PEUGEOT,2008 phase 2
VOLKSWAGEN GOLF 7,23180.0,Importé,2020.0,14/08/2020,83 407 km,Diesel,Automatique,noir,,,,6 CV,(DIN) 115 ch,,VOLKSWAGEN,GOLF 7
BMW X1 F48,28420.0,France,2019.0,28/10/2019,87 724 km,Diesel,,,,,,7 CV,(DIN) 150 ch,"3,7 L/100 km",BMW,X1 F48
PEUGEOT 3008 II,23710.0,France,2019.0,24/11/2019,102 132 km,Diesel,Manuelle,,,,,6 CV,(DIN) 131 ch,"4,2 L/100 km",PEUGEOT,3008 II
PORSCHE 911 TYPE 997,70680.0,France,2006.0,21/02/2006,106 680 km,Essence,Manuelle,,,,,26 CV,(DIN) 355 ch,"8,4 L/100 km",PORSCHE,911 TYPE 997
RENAULT SCENIC IV,18270.0,France,2022.0,28/01/2023,97 154 km,Diesel,Automatique,,,,,6 CV,(DIN) 120 ch,,RENAULT,SCENIC IV
MAZDA MX5 IV ST,26430.0,France,2017.0,28/06/2017,47 392 km,Essence,Manuelle,,,,,9 CV,(DIN) 160 ch - (moteur) 118 kW,"6,6 L/100 km",MAZDA,MX5 IV ST
BMW SERIE 1 F40,48380.0,France,2023.0,03/04/2023,9 995 km,Diesel,Automatique,noir,,,,10 CV,(DIN) 190 ch,"4,9 L/100 km",BMW,SERIE 1 F40
MERCEDES GLA phase 2,32110.0,France,2020.0,01/07/2020,79 646 km,Diesel,Automatique,,,,,7 CV,(DIN) 136 ch,"5,2 L/100 km",MERCEDES,GLA phase 2
MERCEDES SL,24260.0,France,1996.0,19/09/1995,105 530 km,Essence,Automatique,gris,,2.0,,18 CV,(DIN) 231 ch,"9,2 L/100 km",MERCEDES,SL
CITROEN C1 II,10900.0,France,2019.0,03/07/2019,12 498 km,Essence,Manuelle,,,,,4 CV,(DIN) 69 ch - (moteur) 53 kW,"3,6 L/100 km",CITROEN,C1 II
PEUGEOT 208 II,25400.0,France,2022.0,20/03/2022,39 668 km,Essence,Manuelle,,,,,5 CV,(DIN) 101 ch,"5,3 L/100 km",PEUGEOT,208 II
JAGUAR F-TYPE phase 2,79440.0,France,2019.0,25/09/2019,15 210 km,Essence,Automatique,,,,,19 CV,(DIN) 301 ch,"7,9 L/100 km",JAGUAR,F-TYPE phase 2
DS 3 CROSSBACK,23920.0,France,2020.0,30/01/2021,30 016 km,Essence,,,,,,5 CV,(DIN) 101 ch,"4,7 L/100 km",DS,3 CROSSBACK
AUDI A6 V AVANT,47440.0,France,2022.0,29/07/2022,42 770 km,Diesel,Automatique,noir,,,,9 CV,(DIN) 163 ch,"5,7 L/100 km",AUDI,A6 V AVANT
FORD TRANSIT CUSTOM II phase 2,67500.0,France,2024.0,14/05/2024,1 km,Diesel,Automatique,gris,,,,7 CV,(DIN) 170 ch,,FORD,TRANSIT CUSTOM II phase 2
FIAT 500 III,24730.0,France,2022.0,09/06/2022,28 023 km,Electrique,,,,,,3 CV,(DIN) 120 ch - (moteur) 87 kW,,FIAT,500 III
DS 7 CROSSBACK,41000.0,France,2020.0,20/06/2020,25 283 km,Essence,Automatique,,,,,10 CV,(DIN) 181 ch,"5,9 L/100 km",DS,7 CROSSBACK
FIAT DUCATO III phase 2,22880.0,France,2017.0,14/07/2017,103 500 km,Diesel,,,,,,8 CV,(DIN) 131 ch - (moteur) 96 kW,"6,3 L/100 km",FIAT,DUCATO III phase 2
CITROEN C3 III phase 2,16290.0,France,2023.0,18/02/2023,10 721 km,Essence,Manuelle,BLANC BANQUISE,,,,4 CV,(DIN) 83 ch,"5,3 L/100 km",CITROEN,C3 III phase 2
MERCEDES SL,41650.0,France,1998.0,09/11/1997,129 710 km,Essence,,,,,,28 CV,(DIN) 319 ch - (moteur) 235 kW,,MERCEDES,SL
CITROEN C5 X,47060.0,France,2023.0,15/03/2023,23 776 km,Hybride essence électrique,Automatique,,,,,10 CV,(DIN) 224 ch,,CITROEN,C5 X
LAND ROVER FREELANDER II phase 2,16530.0,France,2012.0,23/06/2012,150 960 km,Diesel,,,,,,9 CV,(DIN) 150 ch - (moteur) 110 kW,"5,8 L/100 km",LAND,ROVER FREELANDER II phase 2
AUDI A1 II SPORTBACK,37100.0,France,2023.0,11/06/2023,26 149 km,Essence,Automatique,bleu,,,,8 CV,(DIN) 150 ch,"6,1 L/100 km",AUDI,A1 II SPORTBACK
RENAULT TWINGO III phase 2,12970.0,France,2021.0,13/04/2021,40 091 km,Essence,Manuelle,rouge metal,,,,4 CV,(DIN) 73 ch - (moteur) 55 kW,"5,4 L/100 km",RENAULT,TWINGO III phase 2
PEUGEOT 308 III,31480.0,France,2024.0,24/02/2024,1 050 km,Diesel,Automatique,,,,,7 CV,(DIN) 131 ch,"4,9 L/100 km",PEUGEOT,308 III
PEUGEOT 3008 II,29460.0,France,2021.0,26/01/2022,69 484 km,Diesel,Automatique,rouge,,,,6 CV,(DIN) 131 ch,"5,2 L/100 km",PEUGEOT,3008 II
VOLKSWAGEN TOURAN III,36860.0,France,2021.0,28/11/2021,73 938 km,Diesel,Automatique,,,,,8 CV,(DIN) 150 ch,"5,6 L/100 km",VOLKSWAGEN,TOURAN III
VOLKSWAGEN GOLF 8,37270.0,Importé,2021.0,18/12/2021,27 059 km,Hybride essence électrique,Automatique,noir,,,,8 CV,(DIN) 245 ch,,VOLKSWAGEN,GOLF 8
RENAULT CAPTUR II,26620.0,France,2021.0,26/05/2021,15 750 km,Essence,Automatique,,,,,7 CV,(DIN) 131 ch,"6,4 L/100 km",RENAULT,CAPTUR II
RENAULT KANGOO II EXPRESS phase 2,11660.0,France,2019.0,22/10/2019,114 229 km,Diesel,Manuelle,,,,,5 CV,(DIN) 90 ch,"4,5 L/100 km",RENAULT,KANGOO II EXPRESS phase 2
PEUGEOT 208 II,25400.0,France,2023.0,07/05/2023,12 400 km,Essence,Manuelle,blanc,,,,5 CV,(DIN) 101 ch,"5,1 L/100 km",PEUGEOT,208 II
MINI COUNTRYMAN II,27010.0,Importé,2019.0,15/07/2019,90 827 km,Essence,Manuelle,,,,,7 CV,(DIN) 136 ch - (moteur) 100 kW,"6,2 L/100 km",MINI,COUNTRYMAN II
CITROEN C3 (3E GENERATION),18050.0,Importé,2023.0,04/08/2023,14 490 km,Essence,Manuelle,gris,,,,4 CV,(DIN) 83 ch,,CITROEN,C3 (3E GENERATION)
PEUGEOT 3008 II,27650.0,France,2020.0,20/04/2020,103 482 km,Diesel,,,,,,6 CV,(DIN) 131 ch,4 L/100 km,PEUGEOT,3008 II
