name,price,year,date,mileage,energy,gearbox,color,doors,ratedHorsePower,powerDIN,brand,model
DODGE RAM,107400,2024,29/06/2024,22 km,Essence,Automatique,blanc metal,2.0,31 CV,(DIN) 390 ch,DODGE,RAM
DODGE RAM,127410,2023,27/10/2023,35 km,Essence,Automatique,blanc verni,4.0,32 CV,(DIN) 390 ch,DODGE,RAM
PEUGEOT 308 II phase 2,19360,2019,04/11/2019,61 690 km,Essence,Manuelle,noir,5.0,6 CV,(DIN) 110 ch,PEUGEOT,308 II phase 2
AUDI Q5 II phase 2,50330,2023,14/08/2023,10 121 km,Diesel,Automatique,noir,5.0,9 CV,(DIN) 163 ch,AUDI,Q5 II phase 2
RENAULT GRAND SCENIC IV,21860,2018,17/07/2018,95 250 km,Essence,Manuelle,bleu,5.0,7 CV,(DIN) 132 ch,RENAULT,GRAND SCENIC IV
PEUGEOT 3008 II,32430,2021,27/05/2021,41 948 km,Diesel,Manuelle,gris,5.0,7 CV,(DIN) 131 ch,PEUGEOT,3008 II
KIA NIRO phase 2,23770,2020,10/11/2020,118 169 km,Hybride essence électrique,Automatique,gris,5.0,4 CV,(DIN) 105 ch,KIA,NIRO phase 2
RENAULT TWINGO III,9670,2016,22/03/2016,95 771 km,Essence,Manuelle,bleu clair,5.0,4 CV,(DIN) 71 ch,RENAULT,TWINGO III
RENAULT CAPTUR phase 2,13090,2020,25/09/2020,85 987 km,Diesel,Manuelle,ivoire,5.0,5 CV,(DIN) 90 ch,RENAULT,CAPTUR phase 2
RENAULT CAPTUR 2,25490,2024,13/03/2024,11 km,Essence,Manuelle,blanc,5.0,5 CV,(DIN) 90 ch - (moteur) 67 kW,RENAULT,CAPTUR 2
PEUGEOT 308 II GTI phase 2,28730,2019,13/07/2019,73 468 km,Essence,Manuelle,gris,5.0,16 CV,(DIN) 263 ch,PEUGEOT,308 II GTI phase 2
OPEL CORSA VI,15210,2022,06/01/2023,40 181 km,Essence,Manuelle,BLEU,5.0,5 CV,(DIN) 101 ch,OPEL,CORSA VI
AUDI RS6 II AVANT,39320,2009,01/04/2009,181 500 km,Essence,Automatique,gris,5.0,51 CV,(DIN) 579 ch,AUDI,RS6 II AVANT
PEUGEOT 2008 II,22680,2021,07/04/2021,47 080 km,Essence,Manuelle,blanc,5.0,5 CV,(DIN) 101 ch,PEUGEOT,2008 II
MERCEDES CLA II SHOOTING BRAKE,38400,2021,07/07/2021,56 710 km,Essence,Automatique,noir,5.0,8 CV,(DIN) 163 ch,MERCEDES,CLA II SHOOTING BRAKE
MERCEDES CLASSE C 4 SW,32180,2020,03/10/2020,47 662 km,Diesel,Automatique,noir,5.0,8 CV,(DIN) 160 ch,MERCEDES,CLASSE C 4 SW
PEUGEOT RIFTER,26690,2019,29/03/2019,51 226 km,Diesel,Manuelle,marron,5.0,7 CV,(DIN) 131 ch,PEUGEOT,RIFTER
CITROEN C3 (3E GENERATION),16490,2023,15/09/2023,9 869 km,Essence,Manuelle,gris,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 (3E GENERATION)
RENAULT AUSTRAL,44280,2024,21/07/2024,11 km,Essence,Automatique,gris,5.0,8 CV,(DIN) 160 ch - (moteur) 116 kW,RENAULT,AUSTRAL
PEUGEOT 2008 II,28730,2021,28/12/2021,66 250 km,Essence,Automatique,Gris,5.0,7 CV,(DIN) 131 ch,PEUGEOT,2008 II
FIAT TIPO 2,21020,2022,08/11/2022,11 925 km,Essence,Manuelle,gris,5.0,5 CV,(DIN) 100 ch,FIAT,TIPO 2
NISSAN QASHQAI 3,34460,2023,26/01/2024,8 427 km,Hybride essence électrique,Manuelle,gris,5.0,7 CV,(DIN) 140 ch,NISSAN,QASHQAI 3
RENAULT MEGANE IV,15410,2020,14/05/2020,107 031 km,Diesel,Manuelle,platine,5.0,6 CV,(DIN) 116 ch,RENAULT,MEGANE IV
RENAULT MEGANE V,41190,2023,03/07/2023,5 926 km,Electrique,Automatique,bleu,5.0,4 CV,(DIN) 75 ch,RENAULT,MEGANE V
FORD KUGA III,32580,2021,01/09/2021,44 312 km,Diesel,Manuelle,gris,5.0,8 CV,(DIN) 150 ch,FORD,KUGA III
CITROEN BERLINGO III MULTISPACE,32180,2021,06/11/2021,45 857 km,Essence,Automatique,BLANC BANQUISE,5.0,7 CV,(DIN) 131 ch,CITROEN,BERLINGO III MULTISPACE
DACIA DUSTER,10320,2013,27/09/2013,89 990 km,Essence,Manuelle,gris metal,5.0,7 CV,(DIN) 105 ch - (moteur) 77 kW,DACIA,DUSTER
RENAULT CLIO V,15370,2022,23/04/2022,17 270 km,Essence,Manuelle,gris clair,5.0,4 CV,(DIN) 67 ch,RENAULT,CLIO V
CITROEN C3 III phase 2,16370,2021,15/09/2021,38 420 km,Essence,Manuelle,BLANC,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 III phase 2
PEUGEOT E-208 II,25350,2021,30/05/2021,24 795 km,Electrique,Automatique,Peinture métallisée Gris Artense,5.0,4 CV,(DIN) 136 ch,PEUGEOT,E-208 II
MERCEDES CLASSE A III phase 2,26930,2019,27/03/2019,48 687 km,Essence,Automatique,gris,5.0,8 CV,(DIN) 156 ch,MERCEDES,CLASSE A III phase 2
RENAULT ZOE,11090,2020,16/04/2020,65 797 km,Electrique,Automatique,blanc,5.0,1 CV,(DIN) 92 ch,RENAULT,ZOE
VOLKSWAGEN CRAFTER II,32750,2019,21/06/2019,198 880 km,Diesel,Automatique,gris metal,4.0,7 CV,(DIN) 177 ch - (moteur) 130 kW,VOLKSWAGEN,CRAFTER II
FIAT 500 X,16940,2020,09/04/2020,69 441 km,Diesel,Manuelle,blanc,5.0,5 CV,(DIN) 95 ch,FIAT,500 X
FIAT 500 X phase 2,23160,2020,04/06/2020,72 956 km,Diesel,Automatique,blanc,5.0,6 CV,(DIN) 120 ch,FIAT,500 X phase 2
CITROEN C3 AIRCROSS,20380,2022,17/10/2022,75 600 km,Essence,Manuelle,gris foncé,5.0,6 CV,(DIN) 110 ch,CITROEN,C3 AIRCROSS
LEXUS IS III phase 2,32440,2020,24/10/2020,62 617 km,Hybride essence électrique,Automatique,beige metal,4.0,9 CV,(DIN) 223 ch - (moteur) 164 kW,LEXUS,IS III phase 2
PEUGEOT 208 II,30240,2024,09/12/2024,1 220 km,Diesel,Manuelle,Teinte Opaque Blanc Banquise,5.0,5 CV,(DIN) 102 ch,PEUGEOT,208 II
RENAULT SCENIC IV,17340,2018,15/03/2018,82 245 km,Essence,Manuelle,blanc metal,5.0,7 CV,(DIN) 132 ch - (moteur) 96 kW,RENAULT,SCENIC IV
PORSCHE CAYENNE II,40930,2013,22/03/2013,109 980 km,Diesel,Automatique,noir metal,5.0,15 CV,(DIN) 245 ch - (moteur) 180 kW,PORSCHE,CAYENNE II
PEUGEOT 308 III SW,34810,2023,20/06/2023,31 643 km,Essence,Automatique,gris clair,5.0,7 CV,(DIN) 131 ch,PEUGEOT,308 III SW
MINI MINI 3 JCW 3P,54540,2024,30/11/2024,12 km,Essence,Automatique,noir,3.0,13 CV,(DIN) 231 ch,MINI,MINI 3 JCW 3P
NISSAN JUKE II,29910,2024,12/11/2024,3 178 km,Essence,Manuelle,gris foncé metal,5.0,6 CV,(DIN) 114 ch - (moteur) 84 kW,NISSAN,JUKE II
LANCIA DELTA HF,30380,1989,25/07/1989,225 548 km,Essence,Manuelle,rouge,5.0,9 CV,(DIN) 181 ch,LANCIA,DELTA HF
FORD PUMA II,27690,2022,24/01/2023,52 950 km,Essence,Automatique,gris,5.0,6 CV,(DIN) 125 ch,FORD,PUMA II
VOLKSWAGEN GOLF VIII,34620,2021,05/11/2021,32 748 km,Essence,Automatique,Urano Gray,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF VIII
MERCEDES GLC COUPE AMG,62040,2020,08/03/2020,116 883 km,Essence,Automatique,gris foncé,5.0,25 CV,(DIN) 367 ch,MERCEDES,GLC COUPE AMG
CITROEN C5 AIRCROSS,16610,2020,20/03/2020,125 338 km,Essence,Manuelle,blanc,5.0,7 CV,(DIN) 131 ch,CITROEN,C5 AIRCROSS
BMW SERIE 4 F83 CABRIOLET M4,77980,2019,02/12/2019,48 000 km,Essence,Automatique,blanc metal,2.0,34 CV,(DIN) 450 ch - (moteur) 331 kW,BMW,SERIE 4 F83 CABRIOLET M4
PEUGEOT 2008 II,28270,2021,16/06/2021,30 534 km,Essence,Automatique,Teinte M. Orange Fusion,5.0,7 CV,(DIN) 131 ch,PEUGEOT,2008 II
MERCEDES GLA 2,52350,2023,07/11/2023,15 753 km,Essence,Automatique,noir,5.0,9 CV,(DIN) 163 ch,MERCEDES,GLA 2
VOLKSWAGEN TIGUAN II,31620,2018,22/03/2018,66 421 km,Diesel,Automatique,NOIR,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,TIGUAN II
CITROEN C5 AIRCROSS,29410,2023,03/03/2023,16 767 km,Essence,Manuelle,BLANC BANQUISE,5.0,7 CV,(DIN) 131 ch,CITROEN,C5 AIRCROSS
CITROEN C3 (3E GENERATION),17450,2023,19/06/2023,14 011 km,Essence,Manuelle,gris,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 (3E GENERATION)
DS 9,74080,2023,17/07/2023,5 259 km,Hybride essence électrique,Automatique,blanc nacre,4.0,11 CV,(DIN) 200 ch - (moteur) 147 kW,DS,9
AUDI A7 SPORTBACK II,66060,2019,30/03/2019,61 080 km,Diesel,Automatique,noir,5.0,18 CV,(DIN) 286 ch,AUDI,A7 SPORTBACK II
CITROEN C3 III,16690,2020,24/06/2020,31 553 km,Essence,Manuelle,gris clair metal,5.0,4 CV,(DIN) 83 ch - (moteur) 60 kW,CITROEN,C3 III
RENAULT MASTER III phase 2,41310,2024,13/04/2024,1 km,Diesel,Manuelle,blanc,4.0,8 CV,(DIN) 150 ch,RENAULT,MASTER III phase 2
VOLKSWAGEN GOLF VII,19240,2017,24/05/2017,99 403 km,Diesel,Manuelle,gris,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF VII
AUDI A7 SPORTBACK phase 2,35220,2016,22/06/2016,141 246 km,Diesel,Automatique,Noir,5.0,20 CV,(DIN) 313 ch,AUDI,A7 SPORTBACK phase 2
OPEL MERIVA II,7820,2013,06/06/2013,132 048 km,Essence,Manuelle,blanc metal,5.0,6 CV,(DIN) 101 ch - (moteur) 74 kW,OPEL,MERIVA II
MERCEDES CLASSE A IV,37480,2019,02/12/2019,46 190 km,Essence,Automatique,MOUNTAINGRAU - MET.,,8 CV,(DIN) 163 ch,MERCEDES,CLASSE A IV
AIXAM CITY,15220,2024,18/02/2024,11 km,Diesel,Automatique,blanc,3.0,1 CV,(DIN) 8 ch,AIXAM,CITY
AUDI Q2 phase 2,44330,2023,11/12/2023,24 210 km,Essence,Automatique,noir,5.0,8 CV,(DIN) 150 ch,AUDI,Q2 phase 2
BMW X1 F48,24070,2018,28/07/2018,125 950 km,Diesel,Manuelle,gris foncé,5.0,7 CV,(DIN) 150 ch,BMW,X1 F48
TOYOTA AURIS II phase 2,20040,2019,15/09/2019,76 573 km,Hybride essence électrique,Automatique,blanc,5.0,5 CV,(DIN) 136 ch,TOYOTA,AURIS II phase 2
CITROEN C3 III phase 2,17090,2023,13/05/2023,14 936 km,Essence,Manuelle,BLANC BANQUISE,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 III phase 2
RENAULT TRAFIC III phase 2,38040,2023,11/12/2023,11 km,Diesel,Manuelle,blanc,4.0,7 CV,(DIN) 131 ch,RENAULT,TRAFIC III phase 2
HYUNDAI KONA,23300,2021,20/10/2021,27 576 km,Electrique,Automatique,BLEU,5.0,2 CV,(DIN) 136 ch,HYUNDAI,KONA
TESLA MODEL 3,44920,2022,14/09/2022,47 554 km,Electrique,Automatique,bleu,5.0,11 CV,(DIN) 208 ch,TESLA,MODEL 3
RENAULT CAPTUR II,28410,2023,03/11/2023,20 853 km,Essence,Manuelle,noir,5.0,7 CV,(DIN) 140 ch,RENAULT,CAPTUR II
PEUGEOT 206 phase 2,8320,2007,14/11/2007,46 410 km,Essence,Manuelle,gris metal,3.0,5 CV,(DIN) 75 ch - (moteur) 55 kW,PEUGEOT,206 phase 2
PORSCHE CAYENNE III phase 2,161070,2024,13/11/2024,1 860 km,Hybride essence électrique,Automatique,blanc nacre,5.0,22 CV,(DIN) 340 ch - (moteur) 224 kW,PORSCHE,CAYENNE III phase 2
AUDI A3 II SPORTBACK phase 2,13180,2011,17/06/2011,130 350 km,Essence,Automatique,gris,5.0,7 CV,(DIN) 125 ch,AUDI,A3 II SPORTBACK phase 2
SKODA ENYAQ COUPE,58300,2023,14/12/2023,6 480 km,Electrique,Automatique,Noir,5.0,5 CV,(DIN) 95 ch,SKODA,ENYAQ COUPE
LAND ROVER RANGE ROVER IV phase 2,107520,2021,05/02/2021,79 502 km,Hybride essence électrique,Automatique,gris,5.0,17 CV,(DIN) 404 ch,LAND,ROVER RANGE ROVER IV phase 2
MAZDA MX5 IV ST,25900,2017,03/04/2017,40 991 km,Essence,Manuelle,rouge metal,2.0,9 CV,(DIN) 160 ch - (moteur) 118 kW,MAZDA,MX5 IV ST
PEUGEOT 3008 II,26220,2019,03/11/2019,127 456 km,Essence,Automatique,noir,5.0,9 CV,(DIN) 165 ch,PEUGEOT,3008 II
OPEL CORSA VI,15210,2022,06/01/2023,40 181 km,Essence,Manuelle,BLEU,5.0,5 CV,(DIN) 101 ch,OPEL,CORSA VI
NISSAN QASHQAI II phase 2,23620,2019,11/05/2019,75 995 km,Essence,Manuelle,gris clair,5.0,6 CV,(DIN) 116 ch,NISSAN,QASHQAI II phase 2
SEAT IBIZA V,23160,2020,04/01/2021,33 652 km,Essence,Manuelle,rouge metal,5.0,6 CV,(DIN) 116 ch - (moteur) 85 kW,SEAT,IBIZA V
SEAT IBIZA V,21040,2019,23/07/2019,97 009 km,Essence,Manuelle,rouge,5.0,8 CV,(DIN) 150 ch,SEAT,IBIZA V
PEUGEOT 208 II,23180,2023,02/10/2023,11 990 km,Essence,Manuelle,GRIS ARTENSE,5.0,5 CV,(DIN) 101 ch,PEUGEOT,208 II
OPEL CORSA 6,22370,2022,19/12/2022,10 622 km,Diesel,Manuelle,gris,5.0,5 CV,(DIN) 100 ch,OPEL,CORSA 6
VOLKSWAGEN TIGUAN 2,24220,2019,30/10/2019,79 609 km,Essence,Manuelle,Gris,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,TIGUAN 2
PEUGEOT 308 II,14370,2016,21/08/2016,102 329 km,Essence,Manuelle,blanc,5.0,6 CV,(DIN) 131 ch,PEUGEOT,308 II
PEUGEOT 3008 II,24180,2019,17/02/2019,144 078 km,Diesel,Automatique,rouge,5.0,6 CV,(DIN) 131 ch,PEUGEOT,3008 II
MAZDA MX5 III,14990,2008,09/11/2008,72 402 km,Essence,Manuelle,rouge metal,2.0,8 CV,(DIN) 126 ch - (moteur) 93 kW,MAZDA,MX5 III
PEUGEOT 208,8000,2014,22/05/2014,136 635 km,Essence,Manuelle,blanc,3.0,4 CV,(DIN) 68 ch,PEUGEOT,208
OPEL VIVARO III,49980,2023,19/05/2023,3 375 km,Diesel,Manuelle,noir,4.0,7 CV,(DIN) 145 ch,OPEL,VIVARO III
PEUGEOT 208 II,28730,2023,01/04/2023,12 915 km,Essence,Manuelle,bleu metal,5.0,5 CV,(DIN) 100 ch - (moteur) 75 kW,PEUGEOT,208 II
PEUGEOT 308 II phase 2,20310,2020,08/11/2020,54 429 km,Essence,Automatique,GRIS ARTENSE,5.0,6 CV,(DIN) 131 ch,PEUGEOT,308 II phase 2
PEUGEOT EXPERT III FOURGON,34380,2023,08/06/2023,222 km,Diesel,Manuelle,Blanc,4.0,5 CV,(DIN) 120 ch,PEUGEOT,EXPERT III FOURGON
SEAT ARONA phase 2,23950,2023,01/12/2023,18 607 km,Essence,Manuelle,gris,5.0,6 CV,(DIN) 110 ch,SEAT,ARONA phase 2
PEUGEOT 208 II,20730,2022,14/05/2022,27 548 km,Essence,Manuelle,blanc,5.0,4 CV,(DIN) 75 ch,PEUGEOT,208 II
CITROEN C3 III phase 2,16370,2021,15/09/2021,38 420 km,Essence,Manuelle,BLANC,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 III phase 2
CITROEN C4 III,35680,2022,23/10/2022,6 744 km,Diesel,Automatique,gris,5.0,7 CV,(DIN) 131 ch,CITROEN,C4 III
PEUGEOT 208 II,23280,2022,15/07/2022,31 356 km,Essence,Manuelle,blanc,5.0,5 CV,(DIN) 100 ch,PEUGEOT,208 II
MERCEDES GLC AMG phase 2,57980,2019,01/05/2019,90 828 km,Essence,Automatique,gris foncé metal,5.0,27 CV,(DIN) 390 ch - (moteur) 287 kW,MERCEDES,GLC AMG phase 2
SEAT IBIZA IV phase 2,12920,2017,03/05/2017,103 440 km,Essence,Manuelle,blanc metal,5.0,4 CV,(DIN) 75 ch - (moteur) 55 kW,SEAT,IBIZA IV phase 2
PEUGEOT 208 phase 2,15660,2020,20/06/2020,30 804 km,Essence,Manuelle,BLANC,5.0,5 CV,(DIN) 110 ch,PEUGEOT,208 phase 2
PORSCHE MACAN,87370,2019,08/02/2019,55 625 km,Essence,Automatique,gris quartz metal,5.0,23 CV,(DIN) 340 ch - (moteur) 250 kW,PORSCHE,MACAN
VOLKSWAGEN T-CROSS,24620,2021,09/12/2021,27 664 km,Essence,Manuelle,bleu,5.0,6 CV,(DIN) 116 ch,VOLKSWAGEN,T-CROSS
PORSCHE 911 TYPE 992,197290,2021,28/03/2021,6 300 km,Essence,Automatique,Bleu Nuit Métallisée,2.0,34 CV,(DIN) 450 ch - (moteur) 331 kW,PORSCHE,911 TYPE 992
PEUGEOT 2008 phase 2,15970,2020,20/10/2020,72 111 km,Essence,Manuelle,bleu,5.0,4 CV,(DIN) 83 ch,PEUGEOT,2008 phase 2
PEUGEOT BOXER II phase 2,24990,2019,28/09/2019,95 400 km,Diesel,Manuelle,blanc opaque (verni sans reflet),4.0,7 CV,(DIN) 163 ch - (moteur) 120 kW,PEUGEOT,BOXER II phase 2
CITROEN BERLINGO III,26720,2022,29/09/2022,29 960 km,Diesel,Automatique,Rouge,5.0,5 CV,(DIN) 131 ch,CITROEN,BERLINGO III
CHEVROLET CORVETTE C8 STINGRAY TARGA,153390,2023,10/08/2023,30 km,Essence,Automatique,gris foncé metal,2.0,60 CV,(DIN) 482 ch - (moteur) 354 kW,CHEVROLET,CORVETTE C8 STINGRAY TARGA
MAN TGE,58060,2021,19/08/2021,53 978 km,Diesel,Automatique,blanc opaque (verni sans reflet),4.0,7 CV,(DIN) 140 ch - (moteur) 103 kW,MAN,TGE
VOLVO XC40,36360,2020,06/07/2020,104 539 km,Diesel,Automatique,gris clair metal,5.0,10 CV,(DIN) 190 ch - (moteur) 140 kW,VOLVO,XC40
BMW SERIE 3 G21 TOURING,49960,2021,20/10/2021,68 663 km,Diesel,Automatique,gris,5.0,10 CV,(DIN) 190 ch,BMW,SERIE 3 G21 TOURING
CHEVROLET CAPTIVA phase 2,14140,2015,09/12/2015,182 522 km,Diesel,Manuelle,bleu clair verni,5.0,10 CV,(DIN) 163 ch - (moteur) 120 kW,CHEVROLET,CAPTIVA phase 2
VOLKSWAGEN GOLF VIII,34620,2021,05/11/2021,32 748 km,Essence,Automatique,Urano Gray,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF VIII
CHEVROLET CAPTIVA phase 2,14140,2015,09/12/2015,182 522 km,Diesel,Manuelle,bleu clair verni,5.0,10 CV,(DIN) 163 ch - (moteur) 120 kW,CHEVROLET,CAPTIVA phase 2
PEUGEOT 308 II,13320,2017,07/12/2017,102 988 km,Essence,Manuelle,blanc,5.0,5 CV,(DIN) 110 ch,PEUGEOT,308 II
MAZDA MX5 IV ST,30010,2017,18/08/2017,26 402 km,Essence,Manuelle,rouge metal,2.0,9 CV,(DIN) 160 ch - (moteur) 118 kW,MAZDA,MX5 IV ST
PEUGEOT 308 (2E GENERATION) SW,28540,2022,14/09/2022,29 500 km,Diesel,Manuelle,gris,5.0,7 CV,(DIN) 130 ch,PEUGEOT,308 (2E GENERATION) SW
CITROEN C3 AIRCROSS phase 2,25350,2023,01/11/2023,12 km,Essence,Manuelle,bleu,5.0,6 CV,(DIN) 110 ch,CITROEN,C3 AIRCROSS phase 2
MERCEDES CLASSE V II LONG,62000,2017,08/09/2017,110 885 km,Diesel,Automatique,gris,5.0,11 CV,(DIN) 190 ch,MERCEDES,CLASSE V II LONG
BMW SERIE 1 F40,33140,2020,15/10/2020,90 629 km,Diesel,Automatique,noir,5.0,10 CV,(DIN) 190 ch,BMW,SERIE 1 F40
HYUNDAI KONA phase 2,38980,2022,02/05/2022,28 320 km,Electrique,Automatique,bleu,5.0,1 CV,(DIN) 204 ch,HYUNDAI,KONA phase 2
MERCEDES GLA phase 2,30920,2020,09/07/2020,59 940 km,Essence,Automatique,gris,5.0,7 CV,(DIN) 122 ch,MERCEDES,GLA phase 2
VOLVO V60 II CROSS COUNTRY,51640,2020,19/06/2020,59 040 km,Diesel,Automatique,beige metal,5.0,10 CV,(DIN) 190 ch - (moteur) 140 kW,VOLVO,V60 II CROSS COUNTRY
KIA SPORTAGE V,37730,2023,11/06/2023,6 424 km,Essence,Manuelle,blanc opaque (verni sans reflet),5.0,8 CV,(DIN) 150 ch - (moteur) 110 kW,KIA,SPORTAGE V
OPEL MERIVA phase 2,7800,2009,16/05/2009,146 320 km,Essence,Automatique,gris metal,5.0,6 CV,(DIN) 105 ch - (moteur) 77 kW,OPEL,MERIVA phase 2
RENAULT CLIO IV phase 2,18580,2019,07/03/2019,80 343 km,Diesel,Automatique,gris,5.0,5 CV,(DIN) 90 ch,RENAULT,CLIO IV phase 2
OPEL GRANDLAND X,20890,2018,03/04/2018,91 192 km,Essence,Manuelle,BRIGHT RED,5.0,7 CV,(DIN) 131 ch,OPEL,GRANDLAND X
OPEL CORSA VI,18430,2021,28/01/2022,26 143 km,Essence,Manuelle,gris quartz metal,5.0,4 CV,(DIN) 75 ch - (moteur) 55 kW,OPEL,CORSA VI
FORD MUSTANG VI COUPE,58480,2018,11/05/2018,22 230 km,Essence,Manuelle,blanc nacre,2.0,33 CV,(DIN) 421 ch - (moteur) 310 kW,FORD,MUSTANG VI COUPE
MERCEDES CLASSE A IV,31480,2019,30/03/2019,38 800 km,Essence,Automatique,MOUNTAINGRAU - MET.,,8 CV,(DIN) 163 ch,MERCEDES,CLASSE A IV
AUDI E-TRON,86230,2022,13/05/2022,8 864 km,Electrique,Automatique,Gris,5.0,12 CV,(DIN) 215 ch,AUDI,E-TRON
BMW SERIE 3 G20,45030,2022,11/05/2022,91 026 km,Diesel,Automatique,blanc opaque (verni sans reflet),4.0,10 CV,(DIN) 190 ch - (moteur) 140 kW,BMW,SERIE 3 G20
PEUGEOT 308 II SW,15360,2018,13/03/2018,98 503 km,Diesel,Manuelle,gris,5.0,5 CV,(DIN) 120 ch,PEUGEOT,308 II SW
RENAULT KANGOO phase 2,8950,2008,14/12/2008,100 800 km,Essence,Manuelle,bleu metal,5.0,5 CV,(DIN) 60 ch - (moteur) 42 kW,RENAULT,KANGOO phase 2
MINI III 5P phase 2,40580,2023,02/03/2023,7 654 km,Essence,Automatique,rouge verni,5.0,9 CV,(DIN) 178 ch - (moteur) 131 kW,MINI,III 5P phase 2
CITROEN C3 III,15740,2018,22/01/2019,91 171 km,Essence,Automatique,ROUGE FONCE,5.0,6 CV,(DIN) 110 ch,CITROEN,C3 III
MERCEDES GLC phase 2,50180,2020,02/05/2020,55 533 km,Diesel,Automatique,Noir,5.0,11 CV,(DIN) 195 ch,MERCEDES,GLC phase 2
AUDI Q3 II,45960,2022,02/06/2022,56 939 km,Essence,Automatique,blanc,5.0,8 CV,(DIN) 150 ch,AUDI,Q3 II
PORSCHE 911 TYPE 993,67080,1997,03/10/1996,193 614 km,Essence,Automatique,bleu marine metal,2.0,23 CV,(DIN) 286 ch - (moteur) 200 kW,PORSCHE,911 TYPE 993
PORSCHE CAYMAN 2 TYPE 981 GT4,120240,2017,11/10/2017,18 054 km,Essence,Manuelle,blanc metal,3.0,28 CV,(DIN) 385 ch - (moteur) 283 kW,PORSCHE,CAYMAN 2 TYPE 981 GT4
PEUGEOT 3008 (2E GENERATION),40940,2023,07/02/2023,23 657 km,Diesel,Automatique,noir,5.0,7 CV,(DIN) 130 ch,PEUGEOT,3008 (2E GENERATION)
RENAULT MEGANE 4 ESTATE,15970,2019,25/08/2019,124 332 km,Diesel,Manuelle,gris,5.0,5 CV,(DIN) 110 ch,RENAULT,MEGANE 4 ESTATE
FORD S-MAX phase 2,16780,2016,04/12/2016,116 999 km,Diesel,Manuelle,gris foncé,5.0,7 CV,(DIN) 136 ch,FORD,S-MAX phase 2
OPEL ASTRA V,15100,2017,06/03/2017,83 973 km,Essence,Manuelle,blanc,5.0,6 CV,(DIN) 125 ch,OPEL,ASTRA V
JAGUAR I-PACE,53880,2019,07/12/2019,42 504 km,Electrique,Automatique,gris metal,5.0,10 CV,(DIN) 234 ch - (moteur) 294 kW,JAGUAR,I-PACE
OPEL CORSA VI,15350,2022,16/03/2022,40 564 km,Essence,Manuelle,BLEU,5.0,5 CV,(DIN) 101 ch,OPEL,CORSA VI
VOLVO XC40,49090,2021,13/05/2021,47 430 km,Hybride essence électrique,Automatique,gris foncé,5.0,10 CV,(DIN) 262 ch,VOLVO,XC40
RENAULT KANGOO II EXPRESS phase 2,11100,2019,20/08/2019,97 355 km,Diesel,Manuelle,blanc,4.0,5 CV,(DIN) 90 ch,RENAULT,KANGOO II EXPRESS phase 2
FORD PUMA II,29380,2024,28/01/2025,11 682 km,Bicarburation essence bioéthanol,Manuelle,noir metal,5.0,6 CV,(DIN) 125 ch - (moteur) 93 kW,FORD,PUMA II
FORD FOCUS IV,18680,2020,28/08/2020,89 266 km,Essence,Manuelle,gris clair,5.0,6 CV,(DIN) 125 ch,FORD,FOCUS IV
RENAULT CLIO 5,25750,2024,11/02/2024,12 km,Essence,Manuelle,rouge,5.0,5 CV,(DIN) 90 ch,RENAULT,CLIO 5
RENAULT CLIO V,30600,2024,15/07/2024,6 km,Essence,Manuelle,gris metal,5.0,5 CV,(DIN) 91 ch - (moteur) 67 kW,RENAULT,CLIO V
MERCEDES GLE COUPE II,106280,2022,28/06/2022,27 888 km,Hybride diesel électrique,Automatique,Noir,5.0,11 CV,(DIN) 195 ch,MERCEDES,GLE COUPE II
FORD F150,65980,2018,17/06/2018,99 409 km,Bicarburation essence bioéthanol,Automatique,gris anthracite metal,4.0,28 CV,(DIN) 395 ch,FORD,F150
RENAULT CAPTUR II,24380,2021,29/11/2021,50 734 km,Diesel,Manuelle,gris,5.0,6 CV,(DIN) 116 ch,RENAULT,CAPTUR II
SEAT ARONA,25110,2023,20/04/2023,13 620 km,Essence,Automatique,blanc,5.0,6 CV,(DIN) 110 ch,SEAT,ARONA
OPEL ADAM,13660,2020,09/10/2020,64 769 km,Essence,Manuelle,gris anthracite metal,3.0,5 CV,(DIN) 87 ch - (moteur) 64 kW,OPEL,ADAM
AUDI Q2 phase 2,33880,2022,07/01/2023,30 880 km,Essence,Manuelle,bleu,5.0,8 CV,(DIN) 150 ch,AUDI,Q2 phase 2
PEUGEOT 208 (2E GENERATION),23920,2024,01/08/2024,12 km,Essence,Manuelle,gris,5.0,5 CV,(DIN) 100 ch,PEUGEOT,208 (2E GENERATION)
ALPINE A110 II,72030,2022,28/06/2022,11 766 km,Essence,Automatique,bleu metal,2.0,15 CV,(DIN) 252 ch - (moteur) 185 kW,ALPINE,A110 II
RENAULT ARKANA,33330,2023,09/02/2023,12 km,Hybride essence électrique,Automatique,rouge,5.0,5 CV,(DIN) 145 ch,RENAULT,ARKANA
